id,title,brand,part_type,location,quantity,cost,notes,photo
247,Tz v6 Bambu style v2 hotend,,Hardware,Hot End,9,0.00,,pPZPVfXasJF2vd9F9OjLfm.Photo.203648.jpg
301,Tz v6 v2 Hotends Round,,Misc,,5,0.00,,qvIhW7Qhw1Nj68pZ0zqdLA.Photo.222346.jpg
121,U2C V2.1,BTT,Electronics,Bin 1,4,0.00,,y9KR3ziQt9q2Q76Pe47HhR.Photo.231233.jpg
122,Uhp-200 psu 24v,Meanwell,Electronics,Bin 4,1,0.00,,uzcESh5zAT9ENJGZut9NXE.Photo.211641.jpg
302,Universal turbo kit cpap,Biqu,,Bin 2,1,0.00,,LaeqgtzsvwVYx4vrYvbTHX.Photo.230015.jpg
123,USB A keystone,,Electronics,Bin 4,3,0.00,,dO1VpUTGmZPQx9w7fS4Qwf.Photo.225255.jpg
124,USB A right angle adapter,,Electronics,Bin 3,3,0.00,,BYdrgOQ3tAAFTgJCDESOKN.Photo.235747.jpg
126,USB cables,,Electronics,Bin 1,6,0.00,,hJA1BPRGnjZgNlVoM0ZKRR.Photo.233507.jpg
127,USB camera cable,,Electronics,Bin 1,5,0.00,,KTieCksF3OL5abfmCQpnaU.Photo.004417.jpg
125,USB c keystone,,Electronics,Bin 4,2,0.00,,xtDobeTB09K0PWLEBn5wXP.Photo.225331.jpg
128,Video flat cable,,Electronics,Bin 1,4,0.00,,FeVnT2y7TivWGHbis25aey.Photo.060908.jpg
203,Voron auxiliary fan kit,Fystec,Fans,Bin 1,2,0.00,,gIFDdx8QlnMOJtKEjBmVwD.Photo.232758.jpg
129,Wd2812b led strip,,Electronics,Bin 4,1,0.00,Quattro box,dKc7JCRk4BRNd7DzhbEaRB.Photo.222720.jpg
130,Webcam fov 120,,Electronics,Bin 1,3,0.00,,XefbuR61At6emtvv8FdF1n.Photo.005224.jpg
131,Webcam usb,Aukey,Electronics,Bin 1,2,0.00,,EcopBXBuQhAF1AlZRHeWYz.Photo.004517.jpg
303,Xol CNC carriage,,,Bin 2,1,0.00,,lr7ZiJctAmg32bw1aMNGke.Photo.230445.jpg
